# Synthetic hourly load for a small utility, one non-leap year, MW.
# Generated by make_profiles.py with seed 20260815. Not measured data.
# Shape: summer peaking seasonal factor, double humped diurnal curve,
# weekend reduction, 3 percent Gaussian noise.
hour,load_mw
1847,70.3054
1848,66.8134
1849,65.0738
1850,65.1831
1851,65.5361
1852,70.9067
1853,72.9960
1854,72.1364
1855,74.9141
1856,79.6877
1857,84.9016
1858,86.1090
1859,83.1796
1860,79.3874
1861,72.9351
1862,83.2447
1863,87.0378
1864,95.5793
1865,100.9435
1866,103.4781
1867,107.7794
1868,96.3598
1869,93.1910
1870,86.8030
1871,73.7007
1872,62.6676
1873,65.8476
1874,66.9445
1875,65.0615
1876,67.3498
1877,69.1156
1878,70.9381
1879,78.7455
1880,83.9225
1881,85.5267
1882,80.8763
1883,79.3932
1884,76.5001
1885,75.1140
1886,80.4198
1887,86.7875
1888,94.8384
1889,97.8844
1890,101.2102
1891,105.0193
1892,101.7588
1893,98.9384
1894,87.4271
1895,80.8383
1896,64.7031
1897,63.8441
1898,66.5338
1899,65.1568
1900,69.9020
1901,73.6068
1902,77.2209
1903,76.1831
1904,86.6184
1905,86.4442
1906,84.3628
1907,77.8102
1908,79.2297
1909,81.0661
1910,80.4187
1911,86.1576
1912,96.2020
1913,101.1475
1914,104.9645
1915,105.0492
1916,100.7831
1917,93.9128
1918,82.7953
1919,81.1875
1920,65.1414
1921,69.5332
1922,66.4151
1923,68.2819
1924,67.8747
1925,68.3007
1926,74.2640
1927,82.7067
1928,83.0989
1929,80.2431
1930,87.1093
1931,81.5158
1932,79.4705
1933,77.4222
1934,79.4077
1935,87.1251
1936,98.2824
1937,103.5200
1938,106.7376
1939,108.1568
1940,98.8107
1941,92.0568
1942,88.0904
1943,80.5558
1944,66.6519
1945,68.9901
1946,67.9642
1947,68.7213
1948,65.3770
1949,70.7746
1950,76.5216
1951,77.4360
1952,83.1997
1953,83.3933
1954,88.1624
1955,80.2576
1956,78.0883
1957,82.0704
1958,80.3775
1959,91.4843
1960,95.3203
1961,107.2123
1962,99.5395
1963,101.9750
1964,103.6011
1965,97.3438
1966,83.7065
1967,76.8431
1968,61.6299
1969,60.8966
1970,59.8354
1971,57.8451
1972,62.2822
1973,67.1148
1974,65.7308
1975,71.6240
1976,71.1138
1977,74.7185
1978,74.7667
1979,70.6559
1980,74.2956
1981,68.5062
1982,73.7554
1983,78.4189
1984,85.8481
1985,92.8939
1986,96.1978
1987,96.3119
1988,87.1435
1989,87.3371
1990,80.6972
1991,70.3244
1992,62.5986
1993,60.3861
1994,59.6113
1995,59.4840
1996,64.3501
1997,65.4959
1998,67.4290
1999,73.6652
2000,73.2588
2001,75.1610
2002,74.9029
2003,72.5441
2004,72.2103
2005,71.1103
2006,70.5188
2007,79.2057
2008,88.1227
2009,89.7358
2010,99.9642
2011,96.3818
2012,89.5177
2013,81.7510
2014,78.2203
2015,71.9427
2016,67.2988
2017,64.3701
2018,63.6969
2019,67.2592
2020,67.8802
2021,74.0685
2022,72.1697
2023,85.2710
2024,80.7608
2025,83.6441
2026,77.9599
2027,76.6020
2028,80.4840
2029,84.5634
2030,79.7438
2031,93.8733
2032,94.4680
2033,104.2733
2034,110.6542
2035,106.5716
2036,105.0250
2037,99.9087
2038,87.8867
2039,78.5555
2040,68.7947
2041,68.6562
2042,67.5466
2043,66.0251
2044,69.7518
2045,69.1503
2046,75.7691
2047,78.1473
2048,85.4060
2049,81.2082
2050,85.6508
2051,83.5128
2052,78.2454
2053,83.3336
2054,82.8308
2055,84.5875
2056,94.8659
2057,102.6959
2058,110.2095
2059,100.9037
2060,106.6388
2061,95.5546
2062,91.8234
2063,85.3205
2064,69.2291
2065,65.0544
2066,66.0398
2067,69.5231
2068,68.7134
2069,68.8624
2070,76.3899
2071,78.8511
2072,84.0175
2073,86.9091
2074,86.7121
2075,82.2730
2076,83.1372
2077,81.0889
2078,81.7688
2079,91.5552
2080,98.4874
2081,107.5554
2082,108.8950
2083,106.6531
2084,104.4859
2085,95.6202
2086,88.6183
2087,83.9717
2088,71.8667
2089,70.1099
2090,67.3352
2091,68.2682
2092,70.9727
2093,73.3664
2094,73.5079
2095,75.0293
2096,82.6911
2097,82.8207
2098,82.4024
2099,78.5196
2100,79.2883
2101,80.3149
2102,84.8590
2103,90.8976
2104,97.8393
2105,103.7952
2106,104.0492
2107,113.7551
2108,102.3424
2109,94.7623
2110,87.4431
2111,83.8128
2112,67.6649
2113,65.8573
2114,67.1745
2115,67.4920
2116,73.0114
2117,71.9593
2118,74.9642
2119,80.0377
2120,80.5475
2121,86.6844
2122,82.7047
2123,87.0344
2124,79.8801
2125,84.4041
2126,82.1557
2127,85.8187
2128,97.2820
2129,106.0696
2130,112.4549
2131,111.8630
2132,108.4284
2133,99.4046
2134,85.9546
2135,83.3296
2136,60.4380
2137,60.3994
2138,60.5313
2139,63.9903
2140,61.9560
2141,63.1834
2142,70.8750
2143,71.7695
2144,74.4222
2145,80.8865
2146,73.2247
2147,74.6036
2148,68.8263
2149,72.6685
2150,76.6417
2151,83.3608
2152,87.8424
2153,95.3555
2154,102.0304
2155,95.4313
2156,93.0413
2157,84.9807
2158,81.3225
2159,74.5293
2160,58.4691
2161,61.6097
2162,60.8290
2163,60.5754
2164,63.8549
2165,63.5047
2166,70.5031
2167,75.8266
2168,75.4231
2169,73.9010
2170,76.1906
2171,75.3691
2172,75.2054
2173,72.5227
2174,78.5178
2175,81.6094
2176,87.2062
2177,93.6208
2178,99.9915
2179,101.3906
2180,95.9542
2181,90.5523
2182,81.6443
2183,71.0662
2184,70.5886
2185,72.6744
2186,69.8045
2187,67.0781
2188,74.0722
2189,71.7701
2190,78.5344
2191,83.3776
2192,87.1173
2193,87.4758
2194,82.0686
2195,81.4891
2196,81.0828
2197,78.8777
2198,87.5357
2199,86.1461
2200,93.9471
2201,103.2677
2202,107.3976
2203,110.2596
2204,109.0154
2205,96.1764
2206,91.0702
2207,81.6718
2208,68.5035
2209,68.5601
2210,71.3790
2211,69.8679
2212,70.8362
2213,74.9285
2214,79.2777
2215,86.0573
2216,85.4888
2217,87.1555
2218,82.3405
2219,77.7718
2220,84.3711
2221,80.8664
2222,89.9800
2223,86.1506
2224,105.4715
2225,105.1595
2226,109.7233
2227,115.6021
2228,107.4468
2229,96.0433
2230,92.2123
2231,81.8505
2232,64.9283
2233,70.7755
2234,70.8089
2235,70.2223
2236,74.0810
2237,72.1201
2238,77.7427
2239,84.1111
2240,84.0430
2241,87.6305
2242,89.2706
2243,82.9865
2244,81.4444
2245,84.8578
2246,88.8523
2247,91.7451
2248,97.0755
2249,109.7751
2250,112.3538
2251,112.0807
2252,103.4381
2253,99.0141
2254,90.3022
2255,82.2755
2256,68.1090
2257,71.7412
2258,69.1733
2259,65.4845
2260,70.5720
2261,76.7080
2262,78.8128
2263,83.5446
2264,86.3029
2265,85.5974
2266,87.5584
2267,86.2370
2268,82.5602
2269,84.4330
2270,86.3153
2271,90.3221
2272,102.8706
2273,109.6789
2274,115.0590
2275,112.6580
2276,111.6395
2277,102.7889
2278,91.2101
2279,83.4191
2280,69.4914
2281,69.8361
2282,68.9205
2283,69.7994
2284,71.5550
2285,74.6076
2286,76.7857
2287,83.9938
2288,85.2851
2289,87.7559
2290,87.9323
2291,84.8595
2292,82.2154
2293,83.7941
2294,93.2888
2295,85.7258
2296,99.1986
2297,108.0837
2298,112.3534
2299,107.1847
2300,110.5867
2301,98.4711
2302,87.6462
2303,84.2091
2304,60.0653
2305,62.6531
2306,63.3257
2307,61.4672
2308,63.2799
2309,70.2386
2310,73.3884
2311,72.2337
2312,81.0719
2313,76.4511
2314,80.1884
2315,77.5675
2316,73.1007
2317,71.5190
2318,76.8403
2319,83.2890
2320,90.0897
2321,98.3273
2322,101.6304
2323,104.3511
2324,95.6465
2325,90.8161
2326,77.5803
2327,76.0464
2328,66.5826
2329,62.8105
2330,61.1006
2331,66.9943
2332,64.5989
2333,63.5171
2334,65.7035
2335,76.6479
2336,83.7775
2337,83.8870
2338,77.9838
2339,76.0294
2340,75.1082
2341,72.2529
2342,76.0904
2343,84.5457
2344,91.5090
2345,101.7444
2346,102.1609
2347,100.2067
2348,98.9355
2349,93.5811
2350,89.8721
2351,75.4379
2352,69.6990
2353,70.2799
2354,66.4630
2355,72.2862
2356,74.2511
2357,79.1657
2358,79.0192
2359,83.7702
2360,91.7344
2361,89.2937
2362,87.0135
2363,86.1462
2364,86.2799
2365,81.7244
2366,89.0939
2367,91.7370
2368,101.9482
2369,102.3980
2370,109.3652
2371,113.2118
2372,107.5968
2373,97.2180
2374,97.4967
2375,86.8075
2376,71.2912
2377,72.8181
2378,70.1022
2379,68.0463
2380,70.6464
2381,75.6354
2382,79.4711
2383,85.4162
2384,88.9198
2385,86.4435
2386,90.7808
2387,84.5318
2388,81.8733
2389,84.4717
2390,89.4998
2391,90.6610
2392,101.5597
2393,111.8371
2394,112.0305
2395,109.2442
2396,107.4879
2397,103.0629
2398,93.1512
2399,85.6265
2400,70.7658
2401,67.9278
2402,70.4853
2403,70.8507
2404,76.1114
2405,77.8562
2406,82.6514
2407,81.7292
2408,85.0425
2409,87.4044
2410,86.4746
2411,84.8995
2412,84.3049
2413,82.5197
2414,82.7120
2415,94.0561
2416,105.0126
2417,109.1598
2418,110.6574
2419,114.5520
2420,106.0178
2421,105.1779
2422,92.9925
2423,90.4801
2424,71.0121
2425,73.6625
2426,73.9464
2427,74.1329
2428,79.0300
2429,77.9897
2430,82.0162
2431,83.8552
2432,90.0172
2433,88.6073
2434,93.6675
2435,85.9338
2436,80.2439
2437,84.4373
2438,85.0223
2439,97.3511
2440,103.1123
2441,115.5894
2442,115.1336
2443,117.6806
2444,108.7359
2445,97.3873
2446,92.8655
2447,80.6219
2448,74.2711
2449,69.0094
2450,73.1283
2451,69.3228
2452,71.7113
2453,77.1089
2454,80.5398
2455,81.2217
2456,88.3118
2457,89.7846
2458,90.3950
2459,86.9363
2460,82.6042
2461,83.0842
2462,86.8122
2463,93.8737
2464,103.0342
2465,116.7708
2466,111.7377
2467,121.3517
2468,109.7154
2469,98.6390
2470,93.1870
2471,84.9982
2472,64.1290
2473,63.1757
2474,61.4138
2475,66.1236
2476,66.1044
2477,70.8882
2478,66.4367
2479,77.7214
2480,81.2005
2481,83.4026
2482,79.9386
2483,80.4057
2484,75.3773
2485,75.2318
2486,76.0321
2487,81.8737
2488,89.2949
2489,98.6619
2490,99.2823
2491,101.8940
2492,100.2429
2493,93.3687
2494,84.9498
2495,75.1129
2496,64.9407
2497,64.0314
2498,65.1068
2499,67.5754
2500,65.9559
2501,69.0434
2502,71.6140
2503,78.6399
2504,80.3504
2505,76.5794
2506,79.0353
2507,79.9937
2508,76.3556
2509,76.0620
2510,78.7412
2511,84.5616
2512,93.5537
2513,103.8149
2514,106.7698
2515,99.2991
2516,100.5640
2517,93.3349
2518,89.2360
2519,76.5053
2520,70.7624
2521,73.2375
2522,73.9416
2523,71.3587
2524,76.0628
2525,77.9500
2526,76.7510
2527,89.7715
2528,88.9338
2529,93.1133
2530,88.0696
2531,86.1154
2532,85.6742
2533,84.9313
2534,91.9946
2535,91.9600
2536,102.2022
2537,110.9908
2538,110.1678
2539,114.1142
2540,112.2500
2541,106.3140
2542,98.0694
2543,87.5118
2544,73.4537
2545,69.7186
2546,71.7951
2547,71.2404
2548,73.7635
2549,76.8908
2550,81.0001
2551,85.4704
2552,87.6491
2553,93.6100
2554,87.7422
2555,87.5734
2556,81.6831
2557,93.0748
2558,86.6570
2559,98.5517
2560,100.3745
2561,110.4758
2562,123.3146
2563,118.0285
2564,113.5264
2565,102.8640
2566,93.0915
2567,81.3331
2568,71.9190
2569,72.7755
2570,70.6721
2571,70.6027
2572,76.0114
2573,82.5215
2574,76.9057
2575,84.6517
2576,93.0759
2577,90.1835
2578,88.6706
2579,86.1068
2580,89.6802
2581,88.1409
2582,87.0636
2583,103.1445
2584,106.5579
2585,118.5222
2586,109.3674
2587,120.5825
2588,115.7005
2589,103.9252
2590,97.6174
2591,89.5034
2592,71.0278
2593,69.9863
2594,71.5342
2595,75.1671
2596,77.4682
2597,78.1976
2598,82.9436
2599,83.6187
2600,93.0951
2601,90.9341
2602,91.5339
2603,90.1967
2604,86.7131
2605,86.4869
2606,89.8537
2607,95.8750
2608,102.0425
2609,116.0202
2610,112.1471
2611,121.8104
2612,111.2474
2613,102.7641
2614,99.6081
2615,87.2587
2616,71.7738
2617,73.7925
2618,76.5058
2619,78.3978
2620,73.5960
2621,79.4961
2622,83.1199
2623,84.1151
2624,91.7042
2625,92.0183
2626,87.3135
2627,88.1598
2628,91.9096
2629,83.7245
2630,91.9572
2631,94.5804
2632,108.0833
2633,116.0081
2634,115.2202
2635,112.7875
2636,114.6568
2637,102.1658
2638,98.0737
2639,87.9562
2640,65.9492
2641,69.3002
2642,68.7820
2643,68.8038
2644,70.5592
2645,68.7067
2646,77.5628
2647,77.4051
2648,80.1507
2649,81.5102
2650,86.9362
2651,82.9369
2652,78.5872
2653,81.1078
2654,82.2540
2655,82.6885
2656,93.2236
2657,101.8410
2658,105.4048
2659,107.1693
2660,101.7292
2661,92.5557
2662,89.6839
2663,76.2022
2664,66.3912
2665,65.4573
2666,67.1899
2667,67.2022
2668,70.2358
2669,71.1329
2670,78.3281
2671,76.0052
2672,84.4596
2673,78.5871
2674,85.1751
2675,76.3120
2676,76.5345
2677,78.3830
2678,82.4039
2679,81.6966
2680,95.1299
2681,108.8079
2682,106.4236
2683,109.0533
2684,106.0974
2685,96.0930
2686,84.9638
2687,78.7654
2688,75.7247
2689,78.2268
2690,79.5425
2691,71.3474
2692,73.5516
2693,78.0233
2694,84.4012
2695,87.4830
2696,88.8268
2697,91.8800
2698,97.0751
2699,91.2456
2700,88.5731
2701,87.2201
2702,90.5886
2703,104.4133
2704,111.9221
2705,115.0953
2706,113.0203
2707,119.2087
2708,115.8572
2709,107.1134
2710,94.5176
2711,91.2783
2712,70.5585
2713,73.5848
2714,74.9979
2715,76.3300
2716,78.3708
2717,76.6421
2718,85.0041
2719,89.3806
2720,90.3215
2721,93.0346
2722,93.8422
2723,86.5926
2724,87.3846
2725,86.7586
2726,92.5422
2727,99.1938
2728,104.2044
2729,117.6566
2730,120.0179
2731,122.7994
2732,111.8944
2733,106.6084
2734,96.4710
2735,84.6639
2736,72.7501
2737,74.7636
2738,72.2884
2739,78.2362
2740,76.2902
2741,76.3402
2742,84.2406
2743,89.2634
2744,93.6481
2745,94.7689
2746,90.0342
2747,88.4513
2748,90.4161
2749,84.8585
2750,90.1612
2751,96.0154
2752,109.8332
2753,108.1120
2754,119.0970
2755,118.8354
2756,113.8553
2757,112.9925
2758,101.6064
2759,84.1547
2760,75.1279
2761,71.7317
2762,76.6645
2763,78.8471
2764,77.9167
2765,80.1011
2766,83.4559
2767,85.0192
2768,91.8587
2769,94.5240
2770,91.7121
2771,86.9163
2772,90.0240
2773,88.2452
2774,94.3739
2775,96.1459
2776,108.3026
2777,119.0427
2778,130.1223
2779,120.3242
2780,119.7252
2781,102.6822
2782,99.5027
2783,90.1439
2784,75.7739
2785,76.7198
2786,73.0761
2787,74.6942
2788,73.8120
2789,81.1463
2790,87.2968
2791,88.8763
2792,96.7787
2793,91.3484
2794,92.8707
2795,89.6363
2796,86.9427
2797,89.1888
2798,88.0052
2799,99.7460
2800,102.8575
2801,116.5479
2802,120.3995
2803,120.1875
2804,112.6354
2805,109.3217
2806,97.2861
2807,87.2596
2808,68.9854
2809,67.4021
2810,70.8913
2811,68.4382
2812,72.8997
2813,70.9041
2814,76.0121
2815,80.5711
2816,82.1993
2817,86.2600
2818,83.1957
2819,79.6252
2820,81.2482
2821,78.6306
2822,85.1131
2823,91.5010
2824,97.3927
2825,102.6635
2826,104.4955
2827,107.6182
2828,108.3780
2829,98.7919
2830,87.1694
2831,78.6521
2832,66.5447
2833,67.0554
2834,67.1611
2835,72.4793
2836,69.0311
2837,73.2827
2838,71.9543
2839,80.0487
2840,84.7860
2841,82.8008
2842,79.9275
2843,83.3033
2844,80.1805
2845,79.2030
2846,83.9863
2847,88.8892
2848,99.6636
2849,102.1606
2850,109.2182
2851,105.7802
2852,109.3590
2853,99.8463
2854,86.1693
2855,75.9286
2856,78.9417
2857,72.2709
2858,74.8282
2859,76.0138
2860,74.7124
2861,81.0686
2862,85.3796
2863,87.7023
2864,95.1527
2865,97.3432
2866,98.4870
2867,95.3789
2868,89.6530
2869,90.9610
2870,94.2682
2871,100.7135
2872,109.4038
2873,115.4164
2874,112.9145
2875,122.8125
2876,118.6733
2877,105.9014
2878,103.2656
2879,90.4758
2880,79.9484
2881,78.9298
2882,79.3211
2883,80.9957
2884,79.5994
2885,85.4457
2886,90.5021
2887,94.5316
2888,100.9761
2889,95.1797
2890,92.8749
2891,91.8601
2892,87.3190
2893,89.6434
2894,91.2764
2895,102.3699
2896,106.0516
2897,113.7923
2898,115.9776
2899,121.7670
2900,117.8080
2901,111.0751
2902,95.0794
2903,92.1969
2904,74.1817
2905,75.7508
2906,77.4575
2907,76.1311
2908,78.8401
2909,80.5719
2910,86.7913
2911,93.1528
2912,95.1806
2913,96.0650
2914,92.3484
2915,95.0018
2916,86.4674
2917,90.6773
2918,92.1452
2919,101.1799
2920,108.6931
2921,121.0132
2922,119.0655
2923,119.6966
2924,122.8009
2925,107.9846
2926,93.2478
2927,92.3553
2928,76.6665
2929,74.1150
2930,78.2207
2931,78.5391
2932,81.0408
2933,85.3799
2934,83.8227
2935,94.6365
2936,98.9527
2937,98.4968
2938,100.6076
2939,89.5684
2940,92.7915
2941,92.9491
2942,95.9315
2943,104.7892
2944,106.8543
2945,116.3165
2946,124.3232
2947,125.8242
2948,114.9321
2949,105.5692
2950,102.0660
2951,89.9826
2952,80.5248
2953,74.9191
2954,78.1713
2955,75.6161
2956,79.5753
2957,80.3094
2958,89.6921
2959,91.8554
2960,94.1800
2961,96.5844
2962,97.6367
2963,91.1781
2964,88.8409
2965,88.3598
2966,98.3217
2967,98.1940
2968,109.2082
2969,116.6627
2970,123.3547
2971,122.5364
2972,122.3273
2973,106.6338
2974,103.2957
2975,92.2242
2976,70.0035
2977,68.8524
2978,70.0007
2979,69.3579
2980,73.1524
2981,70.2244
2982,76.6824
2983,84.2723
2984,83.7020
2985,83.4625
2986,86.2918
2987,84.1799
2988,82.3457
2989,81.9373
2990,84.8089
2991,93.0241
2992,98.9535
2993,105.6872
2994,113.7411
2995,114.4224
2996,107.6375
2997,98.1688
2998,91.7608
2999,79.3674
3000,69.0022
3001,69.4418
3002,68.8339
3003,67.0507
3004,72.1221
3005,73.4482
3006,83.0047
3007,84.3585
3008,88.6624
3009,85.3186
3010,89.9613
3011,82.8825
3012,82.9166
3013,84.0394
3014,84.3714
3015,91.3288
3016,100.5753
3017,103.4845
3018,110.7356
3019,114.6560
3020,103.4265
3021,94.6260
3022,91.6170
3023,86.9263
3024,78.0726
3025,76.2143
3026,77.1329
3027,82.2201
3028,80.7523
3029,84.8609
3030,89.4411
3031,90.2391
3032,95.4762
3033,99.2775
3034,97.8905
3035,95.9326
3036,94.7025
3037,96.0389
3038,92.4086
3039,105.9785
3040,111.7915
3041,122.0991
3042,126.8185
3043,125.1415
3044,112.8709
3045,109.4780
3046,102.1498
3047,97.1678
3048,72.1028
3049,75.8012
3050,73.7370
3051,78.6876
3052,79.9284
3053,83.2811
3054,86.0420
3055,90.2511
3056,96.8593
3057,93.6211
3058,97.4638
3059,98.9905
3060,96.5082
3061,89.2956
3062,93.1347
3063,103.0396
3064,114.0933
3065,117.3697
3066,121.1162
3067,125.1806
3068,121.5038
3069,104.5690
3070,99.9884
3071,96.6847
3072,78.5431
3073,78.9776
3074,79.0512
3075,79.4751
3076,80.6685
3077,86.2614
3078,89.0096
3079,92.2446
3080,101.1883
3081,95.0347
3082,92.9563
3083,95.2626
3084,95.2302
3085,94.1665
3086,97.2860
3087,107.1068
3088,107.9280
3089,116.4921
3090,127.6761
3091,125.8367
3092,116.8638
3093,112.4272
3094,99.5155
3095,91.1428
3096,80.1860
3097,74.0649
3098,75.9097
3099,78.0861
3100,84.0787
3101,82.7221
3102,88.6400
3103,94.8600
3104,98.2034
3105,98.4845
3106,98.2945
3107,94.5866
3108,94.4842
3109,91.6628
3110,96.2386
3111,103.3393
3112,117.0055
3113,124.1125
3114,121.2931
3115,121.9930
3116,120.9492
3117,116.7943
3118,102.2409
3119,94.3018
3120,81.0792
3121,78.7089
3122,79.0814
3123,80.6611
3124,80.5039
3125,86.0328
3126,92.3860
3127,92.4059
3128,98.6812
3129,97.3592
3130,96.8913
3131,90.4042
3132,93.7434
3133,94.6690
3134,96.9282
3135,103.6282
3136,110.7467
3137,128.8267
3138,113.1919
3139,124.7240
3140,114.0746
3141,116.5448
3142,98.3040
3143,95.5306
3144,73.8615
3145,72.2650
3146,74.3761
3147,67.0257
3148,71.2304
3149,74.8811
3150,74.8215
3151,82.0574
3152,85.9395
3153,89.6032
3154,87.0378
3155,86.3222
3156,85.7945
3157,86.5608
3158,87.4128
3159,93.0416
3160,94.2428
3161,107.4511
3162,113.8679
3163,105.9566
3164,109.6997
3165,102.3495
3166,86.5957
3167,84.0095
3168,69.8443
3169,69.5589
3170,72.9236
3171,73.2843
3172,75.3999
3173,75.6280
3174,75.2630
3175,86.4006
3176,88.7315
3177,87.7232
3178,88.8151
3179,81.1593
3180,87.5946
3181,86.3842
3182,89.1246
3183,90.7672
3184,103.3609
3185,111.0694
3186,113.9662
3187,108.1805
3188,106.5396
3189,105.9063
3190,89.8071
3191,84.0848
3192,79.9301
3193,79.0884
3194,78.8829
3195,75.3610
3196,81.1948
3197,87.5639
3198,92.8907
3199,92.4895
3200,99.3193
3201,101.3825
3202,101.1367
3203,98.6497
3204,92.4862
3205,92.0829
3206,100.4145
3207,100.6677
3208,113.6621
3209,119.1199
3210,130.1642
3211,124.8731
3212,120.8452
3213,110.6004
3214,98.8653
3215,86.5174
3216,80.1811
3217,80.6029
3218,78.0728
3219,78.4773
3220,82.3540
3221,83.9747
3222,90.5989
3223,95.2740
3224,102.0721
3225,98.3494
3226,99.8819
3227,96.6422
3228,95.5842
3229,94.6324
3230,98.0918
3231,105.0341
3232,115.2332
3233,123.3321
3234,122.5098
3235,125.6288
3236,126.3345
3237,112.9274
3238,106.2114
3239,95.5192
3240,80.1004
3241,81.7112
3242,77.3421
3243,82.9411
3244,79.5393
3245,86.5202
3246,85.5668
3247,95.0710
3248,103.8056
3249,100.5238
3250,102.6766
3251,97.4726
3252,97.3316
3253,98.5752
3254,99.1715
3255,113.6145
3256,118.6698
3257,120.2305
3258,126.8701
3259,123.6270
3260,123.5770
3261,119.7345
3262,102.2793
3263,92.6666
3264,81.0154
3265,82.1975
3266,78.4411
3267,80.7698
3268,82.0870
3269,81.7694
3270,91.3952
3271,92.5501
3272,99.0914
3273,101.1631
3274,98.5836
3275,96.0320
3276,95.6815
3277,96.6837
3278,100.9969
3279,103.2759
3280,117.5509
3281,123.1477
3282,129.0469
3283,131.9835
3284,120.6137
3285,118.1409
3286,99.2071
3287,96.4243
3288,78.2214
3289,78.4260
3290,82.3788
3291,84.0504
3292,83.0819
3293,86.6598
3294,91.2831
3295,96.3915
3296,101.9651
3297,99.6529
3298,101.0501
3299,91.7389
3300,92.7140
3301,98.1759
3302,100.3941
3303,101.1643
3304,111.9507
3305,123.7944
3306,132.2111
3307,131.8566
3308,124.0472
3309,114.0267
3310,107.4992
3311,99.8728
3312,75.2336
3313,71.1517
3314,69.2573
3315,76.0380
3316,73.7180
3317,78.1720
3318,81.4690
3319,86.7808
3320,90.2318
3321,91.9304
3322,85.1608
3323,85.9998
3324,83.1923
3325,84.3841
3326,92.7528
3327,96.3213
3328,102.8595
3329,111.7802
3330,115.2056
3331,121.1528
3332,113.2880
3333,105.5593
3334,93.9985
3335,85.7533
3336,71.3316
3337,76.6226
3338,73.5570
3339,71.5248
3340,74.8481
3341,80.8069
3342,79.1571
3343,88.5068
3344,92.9809
3345,92.6867
3346,90.5743
3347,88.4588
3348,86.3647
3349,82.2826
3350,89.5846
3351,92.5958
3352,102.3395
3353,114.8717
3354,119.3360
3355,115.8490
3356,111.3254
3357,103.6171
3358,91.5951
3359,89.1767
3360,78.6946
3361,77.3610
3362,77.8646
3363,82.3091
3364,82.3062
3365,85.8119
3366,86.9315
3367,89.2893
3368,102.7306
3369,100.2297
3370,97.4447
3371,101.9426
3372,94.9574
3373,97.9472
3374,95.9656
3375,106.8797
3376,117.1250
3377,122.7313
3378,127.2438
3379,131.0859
3380,122.1753
3381,111.6867
3382,107.2617
3383,99.4952
3384,83.3539
3385,80.1641
3386,80.8438
3387,79.8398
3388,85.8884
3389,86.7606
3390,90.0319
3391,97.3665
3392,98.4415
3393,102.4413
3394,98.0894
3395,94.9665
3396,99.2232
3397,101.3949
3398,93.3315
3399,109.6972
3400,110.1166
3401,127.7651
3402,131.2380
3403,125.7206
3404,121.3832
3405,119.8193
3406,102.8349
3407,97.5795
3408,78.3134
3409,78.5349
3410,86.2021
3411,84.7596
3412,81.8131
3413,89.1247
3414,89.2719
3415,92.4824
3416,102.6255
3417,96.3561
3418,101.0273
3419,99.3767
3420,99.6249
3421,92.6462
3422,94.4972
3423,103.9982
3424,111.1934
3425,129.5489
3426,127.8456
3427,125.6679
3428,120.6453
3429,121.2529
3430,106.8624
3431,98.4683
3432,78.4653
3433,84.9971
3434,80.5943
3435,82.2625
3436,85.2266
3437,86.9015
3438,86.4464
3439,96.1494
3440,100.6541
3441,105.3952
3442,100.8339
3443,101.5491
3444,95.1692
3445,99.8406
3446,100.3292
3447,109.3806
3448,118.8584
3449,120.4682
3450,129.4155
3451,126.2583
3452,120.4489
3453,114.2414
3454,105.1584
3455,99.6953
3456,83.2450
3457,83.6316
3458,79.8813
3459,82.2710
3460,82.9672
3461,85.8870
3462,90.8161
3463,90.9388
3464,99.8448
3465,97.5507
3466,98.3415
3467,100.4869
3468,103.2145
3469,98.5201
3470,99.2950
3471,107.4166
3472,115.5830
3473,127.8072
3474,133.5593
3475,129.8758
3476,125.9131
3477,115.3071
3478,107.6750
3479,96.7047
3480,74.9050
3481,72.7916
3482,77.6843
3483,73.9766
3484,74.5106
3485,79.4400
3486,81.0512
3487,87.2986
3488,89.8745
3489,91.9910
3490,93.4659
3491,90.4771
3492,83.4525
3493,87.2133
3494,95.5380
3495,95.1268
3496,109.8391
3497,111.9738
3498,118.1201
3499,122.2768
3500,112.3264
3501,106.4021
3502,93.4298
3503,87.3893
3504,69.4213
3505,76.3592
3506,74.0298
3507,75.7668
3508,77.6325
3509,79.1634
3510,83.7164
3511,87.5631
3512,87.9960
3513,91.6210
3514,97.2059
3515,90.9000
3516,85.9279
3517,90.0989
3518,90.7764
3519,97.2557
3520,106.7625
3521,115.3337
3522,124.0694
3523,121.1090
3524,111.8491
3525,106.2255
3526,99.5881
3527,85.9309
3528,76.8359
3529,80.7167
3530,76.7393
3531,87.1328
3532,82.0231
3533,84.3463
3534,92.3901
3535,93.4563
3536,100.3825
3537,102.4001
3538,104.2704
3539,107.3496
3540,101.4998
3541,93.4569
3542,98.6791
3543,110.3690
3544,116.9908
3545,122.0225
3546,125.1863
3547,137.1252
3548,120.8149
3549,117.6739
3550,108.9432
3551,102.0187
3552,86.2754
3553,80.3207
3554,81.3243
3555,82.3050
3556,84.2685
3557,89.2563
3558,92.2876
3559,93.5408
3560,99.7093
3561,103.6579
3562,102.2479
3563,95.6877
3564,100.3313
3565,95.2351
3566,105.8941
3567,108.6493
3568,122.1197
3569,126.4559
3570,129.2595
3571,134.4993
3572,129.0584
3573,120.5257
3574,99.4115
3575,99.3960
3576,81.6360
3577,85.4287
3578,81.3557
3579,82.2662
3580,84.8496
3581,87.4580
3582,93.0999
