# Synthetic hourly wind capacity factor, one year, dimensionless 0 to 1.
# Generated by make_profiles.py with seed 20260815. Not measured data.
# Speeds drawn from a Weibull distribution, shape 2.1 and scale 8.0 m/s,
# with hour to hour autocorrelation, passed through the toolkit power
# curve with cut-in 3, rated 12 and cut-out 25 m/s.
hour,wind_speed_ms,cf
1128,6.2053,0.1246
1129,5.8270,0.1004
1130,4.6303,0.0425
1131,4.3309,0.0319
1132,3.2836,0.0049
1133,2.2720,0.0000
1134,2.2271,0.0000
1135,1.6089,0.0000
1136,1.3952,0.0000
1137,1.5394,0.0000
1138,1.8666,0.0000
1139,2.7144,0.0000
1140,3.1983,0.0034
1141,2.5579,0.0000
1142,3.0637,0.0010
1143,3.0167,0.0003
1144,2.1632,0.0000
1145,3.0273,0.0004
1146,2.5614,0.0000
1147,1.9748,0.0000
1148,4.3842,0.0337
1149,4.1737,0.0269
1150,3.1848,0.0031
1151,3.2113,0.0036
1152,3.6492,0.0127
1153,3.2101,0.0036
1154,4.4172,0.0348
1155,4.6187,0.0421
1156,5.3650,0.0749
1157,7.3281,0.2155
1158,8.1888,0.3069
1159,6.9134,0.1784
1160,6.5074,0.1461
1161,7.6478,0.2471
1162,9.8841,0.5518
1163,11.5865,0.8986
1164,10.8763,0.7405
1165,8.9257,0.4022
1166,8.6471,0.3642
1167,10.0173,0.5751
1168,10.3008,0.6267
1169,8.6639,0.3665
1170,9.8780,0.5508
1171,10.3192,0.6301
1172,8.8792,0.3957
1173,7.5634,0.2385
1174,7.4269,0.2250
1175,6.3304,0.1333
1176,6.1481,0.1207
1177,6.1724,0.1224
1178,4.8338,0.0505
1179,5.1372,0.0638
1180,4.9674,0.0562
1181,6.0044,0.1114
1182,5.0909,0.0617
1183,7.5525,0.2374
1184,6.7661,0.1662
1185,6.0842,0.1165
1186,4.7292,0.0463
1187,4.6833,0.0445
1188,6.8434,0.1725
1189,4.7124,0.0456
1190,4.0246,0.0225
1191,4.0421,0.0230
1192,4.3939,0.0340
1193,4.2572,0.0295
1194,4.1355,0.0257
1195,4.4221,0.0350
1196,4.5020,0.0378
1197,5.3879,0.0761
1198,6.9799,0.1840
1199,5.1060,0.0624
1200,4.5823,0.0407
1201,3.9729,0.0210
1202,3.6642,0.0130
1203,4.6584,0.0436
1204,4.7314,0.0464
1205,5.8230,0.1002
1206,4.3800,0.0335
1207,4.1888,0.0273
1208,4.3893,0.0338
1209,4.5655,0.0401
1210,4.7529,0.0472
1211,3.8340,0.0173
1212,5.3223,0.0728
1213,4.9022,0.0534
1214,4.1703,0.0268
1215,3.6615,0.0130
1216,3.8058,0.0165
1217,3.7162,0.0143
1218,3.9989,0.0217
1219,2.7668,0.0000
1220,1.9496,0.0000
1221,3.0042,0.0001
1222,2.6068,0.0000
1223,2.9486,0.0000
1224,2.8333,0.0000
1225,3.0499,0.0008
1226,3.9892,0.0214
1227,5.4316,0.0783
1228,4.8724,0.0521
1229,5.4853,0.0812
1230,4.3440,0.0323
1231,4.0293,0.0226
1232,4.0016,0.0218
1233,4.3597,0.0328
1234,5.6065,0.0877
1235,6.9017,0.1774
1236,5.8762,0.1034
1237,5.9540,0.1082
1238,5.1772,0.0657
1239,4.8471,0.0511
1240,4.2229,0.0284
1241,4.1810,0.0271
1242,6.0278,0.1129
1243,4.1694,0.0267
1244,3.4037,0.0073
1245,3.5142,0.0096
1246,2.8013,0.0000
1247,2.8110,0.0000
1248,2.7195,0.0000
1249,3.3121,0.0055
1250,3.7821,0.0159
1251,4.6096,0.0417
1252,5.1214,0.0631
1253,6.4125,0.1391
1254,7.4978,0.2319
1255,6.9063,0.1778
1256,7.2334,0.2066
1257,5.5915,0.0869
1258,5.1354,0.0637
1259,5.3032,0.0718
1260,5.8212,0.1001
1261,6.3678,0.1359
1262,6.0917,0.1170
1263,6.5463,0.1490
1264,7.0412,0.1894
1265,5.6679,0.0912
1266,4.8091,0.0495
1267,3.4762,0.0088
1268,4.3222,0.0316
1269,4.8523,0.0513
1270,3.3799,0.0068
1271,3.4222,0.0077
1272,2.9061,0.0000
1273,2.8410,0.0000
1274,2.5118,0.0000
1275,3.8779,0.0184
1276,2.7396,0.0000
1277,2.8420,0.0000
1278,2.5714,0.0000
1279,2.0749,0.0000
1280,2.3351,0.0000
1281,2.7159,0.0000
1282,4.1544,0.0263
1283,4.9049,0.0535
1284,4.8123,0.0496
1285,5.9949,0.1108
1286,5.3135,0.0723
1287,5.2118,0.0674
1288,6.4270,0.1402
1289,5.4380,0.0787
1290,5.3635,0.0748
1291,5.9130,0.1057
1292,5.3374,0.0735
1293,4.8293,0.0503
1294,4.0249,0.0225
1295,4.8821,0.0525
1296,5.2567,0.0695
1297,5.7237,0.0944
1298,4.8279,0.0503
1299,4.6911,0.0448
1300,4.5342,0.0389
1301,4.2863,0.0304
1302,4.2511,0.0293
1303,3.5574,0.0106
1304,3.8364,0.0173
1305,3.0220,0.0004
1306,2.7806,0.0000
1307,3.5627,0.0107
1308,2.4727,0.0000
1309,3.9383,0.0200
1310,4.0495,0.0232
1311,4.1108,0.0250
1312,3.6450,0.0126
1313,4.2985,0.0308
1314,4.0476,0.0231
1315,4.9862,0.0570
1316,5.2780,0.0706
1317,5.1575,0.0648
1318,4.0679,0.0237
1319,4.8850,0.0527
1320,5.7400,0.0953
1321,4.9447,0.0552
1322,4.7504,0.0471
1323,5.7080,0.0935
1324,6.3389,0.1339
1325,7.4743,0.2296
1326,8.4352,0.3370
1327,6.8423,0.1724
1328,8.0730,0.2934
1329,6.7446,0.1645
1330,8.0147,0.2868
1331,7.0084,0.1865
1332,7.7266,0.2553
1333,7.9655,0.2813
1334,9.0558,0.4207
1335,9.0226,0.4159
1336,8.3226,0.3230
1337,9.1390,0.4329
1338,8.0497,0.2908
1339,6.5953,0.1528
1340,7.5225,0.2344
1341,7.3926,0.2216
1342,8.2767,0.3174
1343,7.0640,0.1914
1344,6.3755,0.1365
1345,5.5826,0.0864
1346,5.2396,0.0687
1347,5.4444,0.0790
1348,5.2973,0.0715
1349,4.9532,0.0556
1350,5.7495,0.0959
1351,5.2019,0.0669
1352,6.2864,0.1302
1353,3.9399,0.0201
1354,4.5315,0.0388
1355,4.1998,0.0277
1356,5.5373,0.0839
1357,5.3569,0.0745
1358,3.5939,0.0114
1359,6.8836,0.1759
1360,7.3287,0.2155
1361,8.5429,0.3507
1362,10.4557,0.6561
1363,9.5562,0.4972
1364,12.9443,1.0000
1365,10.6730,0.6989
1366,10.0804,0.5863
1367,9.9843,0.5692
1368,10.1385,0.5968
1369,8.9690,0.4083
1370,9.7755,0.5333
1371,11.0675,0.7811
1372,12.7743,1.0000
1373,11.8094,0.9524
1374,9.1522,0.4348
1375,8.8467,0.3912
1376,9.2270,0.4459
1377,9.2734,0.4529
1378,11.4298,0.8620
1379,11.8844,0.9709
1380,11.7568,0.9395
1381,10.5065,0.6660
1382,10.5483,0.6741
1383,9.2831,0.4544
1384,9.5817,0.5013
1385,9.3800,0.4693
1386,9.6870,0.5185
1387,9.2598,0.4509
1388,7.4603,0.2282
1389,9.6145,0.5066
1390,9.6084,0.5056
1391,7.9120,0.2753
1392,8.2720,0.3169
1393,8.6255,0.3614
1394,7.8571,0.2693
1395,7.2276,0.2061
1396,6.9488,0.1814
1397,7.0759,0.1924
1398,5.5335,0.0837
1399,6.6962,0.1606
1400,5.9557,0.1083
1401,5.8345,0.1009
1402,5.3951,0.0764
1403,6.2124,0.1251
1404,6.6323,0.1556
1405,7.2012,0.2037
1406,6.7624,0.1659
1407,6.7244,0.1629
1408,7.5319,0.2353
1409,7.9354,0.2779
1410,7.6119,0.2434
1411,5.4894,0.0814
1412,8.1144,0.2982
1413,8.2338,0.3123
1414,6.1231,0.1191
1415,5.9200,0.1061
1416,6.7112,0.1618
1417,7.0803,0.1928
1418,7.8845,0.2723
1419,8.4101,0.3338
1420,8.9615,0.4072
1421,10.0806,0.5863
1422,12.4725,1.0000
1423,12.0338,1.0000
1424,11.8149,0.9537
1425,11.8114,0.9528
1426,14.2100,1.0000
1427,11.7201,0.9306
1428,10.9881,0.7641
1429,9.4097,0.4739
1430,8.9203,0.4014
1431,9.2777,0.4536
1432,9.7209,0.5241
1433,9.8179,0.5405
1434,12.9931,1.0000
1435,12.8971,1.0000
1436,11.4959,0.8773
1437,9.6926,0.5195
1438,9.9363,0.5609
1439,9.8905,0.5529
1440,9.1448,0.4337
1441,10.0344,0.5781
1442,8.9789,0.4097
1443,8.4120,0.3341
1444,8.0042,0.2856
1445,7.7274,0.2554
1446,7.1446,0.1985
1447,7.8859,0.2724
1448,8.6781,0.3683
1449,9.0273,0.4166
1450,9.1087,0.4284
1451,7.5765,0.2398
1452,6.7119,0.1619
1453,9.0773,0.4238
1454,9.1808,0.4391
1455,9.0493,0.4198
1456,9.9690,0.5666
1457,10.0411,0.5793
1458,11.8080,0.9520
1459,11.4305,0.8621
1460,10.9249,0.7507
1461,10.5784,0.6800
1462,10.3989,0.6452
1463,9.5121,0.4901
1464,8.6138,0.3599
1465,7.4797,0.2301
1466,8.3358,0.3246
1467,8.9182,0.4011
1468,10.5267,0.6699
1469,13.9702,1.0000
1470,13.8319,1.0000
1471,14.1135,1.0000
1472,11.8667,0.9665
1473,10.8398,0.7329
1474,9.7715,0.5326
1475,9.7787,0.5338
1476,9.6480,0.5121
1477,10.7527,0.7150
1478,10.2263,0.6128
1479,9.0317,0.4172
1480,9.8834,0.5517
1481,9.1132,0.4291
1482,10.1413,0.5973
1483,11.5196,0.8828
1484,10.0605,0.5828
1485,11.0894,0.7858
1486,10.6865,0.7016
1487,12.2693,1.0000
1488,11.7429,0.9361
1489,11.3097,0.8346
1490,11.0510,0.7775
1491,10.8640,0.7379
1492,9.6435,0.5114
1493,8.7259,0.3747
1494,5.8376,0.1011
1495,7.7436,0.2571
1496,6.9928,0.1852
1497,7.3299,0.2157
1498,6.3878,0.1374
1499,7.6342,0.2457
1500,8.0063,0.2858
1501,6.2133,0.1251
1502,4.5712,0.0403
1503,5.0683,0.0607
1504,6.4386,0.1410
1505,5.2243,0.0680
1506,6.8227,0.1708
1507,5.6829,0.0920
1508,5.6966,0.0928
1509,6.7037,0.1612
1510,5.8200,0.1000
1511,4.7714,0.0480
1512,4.3831,0.0336
1513,4.9354,0.0548
1514,4.3528,0.0326
1515,5.3009,0.0717
1516,5.9312,0.1068
1517,7.1921,0.2028
1518,7.2188,0.2053
1519,9.5220,0.4917
1520,9.1427,0.4334
1521,9.3735,0.4683
1522,7.7036,0.2529
1523,7.9291,0.2772
1524,5.6525,0.0903
1525,4.5655,0.0401
1526,3.6923,0.0137
1527,3.1546,0.0026
1528,2.8279,0.0000
1529,3.3417,0.0061
1530,3.8424,0.0175
1531,3.2824,0.0049
1532,3.4318,0.0079
1533,3.3408,0.0060
1534,3.6454,0.0126
1535,2.4520,0.0000
1536,2.7193,0.0000
1537,3.9454,0.0202
1538,4.8472,0.0511
1539,4.3187,0.0315
1540,6.0970,0.1174
1541,4.1179,0.0252
1542,4.0901,0.0244
1543,3.9814,0.0212
1544,4.0888,0.0243
1545,4.4259,0.0351
1546,4.1324,0.0256
1547,4.7970,0.0490
1548,5.9367,0.1071
1549,6.3801,0.1368
1550,6.6828,0.1596
1551,6.6891,0.1601
1552,6.9749,0.1836
1553,6.9820,0.1842
1554,6.6192,0.1546
1555,6.8633,0.1742
1556,6.7691,0.1665
1557,5.9688,0.1091
1558,6.3282,0.1331
1559,6.2509,0.1277
1560,6.0827,0.1164
1561,6.6358,0.1559
1562,5.3348,0.0734
1563,5.6196,0.0885
1564,4.6856,0.0446
1565,5.5573,0.0850
1566,6.3216,0.1326
1567,6.4065,0.1387
1568,6.6239,0.1550
1569,6.7042,0.1613
1570,4.5524,0.0396
1571,3.3489,0.0062
1572,2.8064,0.0000
1573,2.3864,0.0000
1574,2.4293,0.0000
1575,1.7244,0.0000
1576,2.2223,0.0000
1577,2.0139,0.0000
1578,1.9558,0.0000
1579,1.5423,0.0000
1580,2.6124,0.0000
1581,3.0652,0.0011
1582,2.8413,0.0000
1583,2.3678,0.0000
1584,2.0248,0.0000
1585,1.8113,0.0000
1586,1.5038,0.0000
1587,1.4114,0.0000
1588,1.5156,0.0000
1589,1.4260,0.0000
1590,1.7952,0.0000
1591,3.1173,0.0019
1592,3.3240,0.0057
1593,2.6098,0.0000
1594,3.1398,0.0023
1595,3.2002,0.0034
1596,3.3279,0.0058
1597,4.4747,0.0368
1598,5.0619,0.0604
1599,3.7479,0.0151
1600,4.0260,0.0225
1601,3.3587,0.0064
1602,4.1697,0.0267
1603,3.2306,0.0039
1604,3.3966,0.0072
1605,2.8008,0.0000
1606,2.9165,0.0000
1607,2.8659,0.0000
1608,2.8396,0.0000
1609,1.9144,0.0000
1610,2.1018,0.0000
1611,2.7971,0.0000
1612,1.8634,0.0000
1613,1.9115,0.0000
1614,1.5118,0.0000
1615,2.0430,0.0000
1616,1.4932,0.0000
1617,2.1219,0.0000
1618,1.7994,0.0000
1619,2.0027,0.0000
1620,1.7484,0.0000
1621,2.6655,0.0000
1622,1.7994,0.0000
1623,1.9613,0.0000
1624,1.4777,0.0000
1625,2.0222,0.0000
1626,1.9377,0.0000
1627,2.0988,0.0000
1628,1.8017,0.0000
1629,2.4798,0.0000
1630,2.1390,0.0000
1631,1.6628,0.0000
1632,1.7097,0.0000
1633,1.2884,0.0000
1634,1.5439,0.0000
1635,2.3411,0.0000
1636,2.6902,0.0000
1637,3.6249,0.0121
1638,4.7442,0.0469
1639,4.6836,0.0445
1640,3.3808,0.0068
1641,2.9191,0.0000
1642,2.5585,0.0000
1643,3.4207,0.0077
1644,3.0354,0.0006
1645,2.5962,0.0000
1646,2.8849,0.0000
1647,3.8125,0.0167
1648,3.4061,0.0074
1649,2.6196,0.0000
1650,1.8680,0.0000
1651,3.0190,0.0003
1652,3.1244,0.0021
1653,2.3537,0.0000
1654,3.5079,0.0095
1655,3.9182,0.0195
1656,3.3631,0.0065
1657,3.4975,0.0093
1658,3.8341,0.0173
1659,4.5605,0.0399
1660,3.7643,0.0155
1661,3.9671,0.0208
1662,4.7382,0.0467
1663,6.1700,0.1222
1664,6.9134,0.1784
1665,8.0591,0.2918
1666,9.4673,0.4830
1667,10.1342,0.5960
1668,9.8684,0.5491
1669,10.8756,0.7404
1670,11.1471,0.7984
1671,12.8303,1.0000
1672,12.4250,1.0000
1673,11.0949,0.7870
1674,8.7562,0.3788
1675,9.1334,0.4320
1676,10.1898,0.6061
1677,8.7434,0.3771
1678,7.9643,0.2811
1679,7.6368,0.2460
1680,6.3709,0.1361
1681,4.8835,0.0526
1682,3.5037,0.0094
1683,3.6422,0.0125
1684,3.4777,0.0089
1685,2.9488,0.0000
1686,3.8231,0.0170
1687,2.5334,0.0000
1688,1.9950,0.0000
1689,2.2431,0.0000
1690,2.4831,0.0000
1691,2.2411,0.0000
1692,2.4062,0.0000
1693,2.2061,0.0000
1694,2.0040,0.0000
1695,1.4794,0.0000
1696,1.3679,0.0000
1697,0.5386,0.0000
1698,0.4465,0.0000
1699,0.8991,0.0000
1700,0.8627,0.0000
1701,0.6901,0.0000
1702,1.0516,0.0000
1703,0.7960,0.0000
1704,0.7267,0.0000
1705,0.8391,0.0000
1706,1.3945,0.0000
1707,1.9618,0.0000
1708,1.9541,0.0000
1709,1.2695,0.0000
1710,2.4347,0.0000
1711,2.8523,0.0000
1712,3.4107,0.0075
1713,3.5452,0.0103
1714,4.7676,0.0478
1715,5.5745,0.0860
1716,6.2497,0.1276
1717,6.0439,0.1139
1718,4.8647,0.0518
1719,4.1059,0.0248
1720,4.3886,0.0338
1721,4.6522,0.0433
1722,4.4496,0.0359
1723,4.1633,0.0266
1724,4.0697,0.0238
1725,4.9358,0.0548
1726,5.3470,0.0740
1727,4.7741,0.0481
1728,5.1933,0.0665
1729,5.3689,0.0751
1730,4.6111,0.0418
1731,4.5235,0.0385
1732,5.5667,0.0855
1733,4.9324,0.0547
1734,5.6779,0.0917
1735,5.8771,0.1035
1736,4.3964,0.0341
1737,4.4420,0.0357
1738,4.0372,0.0228
1739,5.2499,0.0692
1740,5.5518,0.0847
1741,6.8567,0.1736
1742,7.3706,0.2195
1743,8.2350,0.3124
1744,6.6942,0.1605
1745,6.6333,0.1557
1746,6.2565,0.1281
1747,6.9018,0.1774
1748,7.1206,0.1964
1749,7.3274,0.2154
1750,8.2586,0.3153
1751,6.6858,0.1598
1752,7.9748,0.2823
1753,8.3286,0.3238
1754,7.9881,0.2838
1755,9.4617,0.4821
1756,10.3883,0.6432
1757,8.1426,0.3015
1758,8.8881,0.3969
1759,9.6844,0.5181
1760,12.4833,1.0000
1761,13.5045,1.0000
1762,14.5500,1.0000
1763,13.8922,1.0000
1764,11.1425,0.7974
1765,11.8842,0.9709
1766,9.2854,0.4548
1767,7.3418,0.2168
1768,6.1409,0.1203
1769,6.0360,0.1134
1770,7.1453,0.1986
1771,6.3300,0.1332
1772,4.2222,0.0284
1773,4.0637,0.0236
1774,4.5432,0.0393
1775,4.3897,0.0339
1776,4.9475,0.0553
1777,4.7775,0.0482
1778,2.8791,0.0000
1779,2.3525,0.0000
1780,2.4514,0.0000
1781,1.5437,0.0000
1782,1.8136,0.0000
1783,2.2827,0.0000
1784,3.4688,0.0087
1785,3.4926,0.0092
1786,3.1099,0.0018
1787,2.0846,0.0000
1788,2.3046,0.0000
1789,2.5072,0.0000
1790,2.3688,0.0000
1791,3.6292,0.0122
1792,3.1188,0.0020
1793,2.5398,0.0000
1794,2.6612,0.0000
1795,2.4643,0.0000
1796,2.6124,0.0000
1797,2.7883,0.0000
1798,3.9224,0.0196
1799,5.7291,0.0947
1800,5.8839,0.1039
1801,6.9382,0.1805
1802,7.1592,0.1998
1803,7.7937,0.2624
1804,6.1261,0.1193
1805,6.5021,0.1457
1806,7.2137,0.2048
1807,6.2386,0.1269
1808,7.6938,0.2519
1809,9.2623,0.4513
1810,9.0194,0.4155
1811,9.9423,0.5619
1812,10.0182,0.5752
1813,8.6318,0.3622
1814,8.9238,0.4019
1815,8.8130,0.3865
1816,7.4173,0.2240
1817,7.0196,0.1875
1818,7.5396,0.2361
1819,10.0042,0.5728
1820,10.8717,0.7395
1821,8.5267,0.3486
1822,8.2760,0.3174
1823,10.2438,0.6161
1824,11.2663,0.8248
1825,8.9259,0.4022
1826,10.0987,0.5896
1827,13.0249,1.0000
1828,12.5076,1.0000
1829,10.8860,0.7425
1830,9.8899,0.5528
1831,10.8909,0.7436
1832,10.8535,0.7358
1833,10.1411,0.5973
1834,9.7053,0.5216
1835,8.3582,0.3274
1836,9.5315,0.4932
1837,10.6132,0.6869
1838,9.5938,0.5032
1839,12.1462,1.0000
1840,10.9508,0.7562
1841,10.2577,0.6186
1842,12.5940,1.0000
1843,13.6707,1.0000
1844,12.7257,1.0000
1845,12.2024,1.0000
1846,11.4795,0.8735
1847,13.1140,1.0000
1848,12.2114,1.0000
1849,12.3968,1.0000
1850,12.5128,1.0000
1851,14.2438,1.0000
1852,12.9305,1.0000
1853,13.1212,1.0000
1854,12.0483,1.0000
1855,14.8696,1.0000
1856,16.6122,1.0000
1857,18.1648,1.0000
1858,17.0800,1.0000
1859,18.7449,1.0000
1860,17.7955,1.0000
1861,18.7208,1.0000
1862,17.9309,1.0000
1863,19.0870,1.0000
1864,18.9689,1.0000
1865,18.1967,1.0000
1866,18.3418,1.0000
1867,16.0114,1.0000
1868,16.7089,1.0000
1869,16.6776,1.0000
1870,18.9407,1.0000
1871,17.7655,1.0000
1872,18.2489,1.0000
1873,16.5587,1.0000
1874,18.1655,1.0000
1875,17.0107,1.0000
1876,14.9232,1.0000
1877,17.9414,1.0000
1878,18.3051,1.0000
1879,17.0255,1.0000
1880,17.2773,1.0000
1881,18.2275,1.0000
1882,18.8361,1.0000
1883,17.8339,1.0000
1884,16.2353,1.0000
1885,15.4159,1.0000
1886,15.1529,1.0000
1887,13.6956,1.0000
1888,12.0975,1.0000
1889,10.2815,0.6231
1890,9.8916,0.5531
1891,8.7868,0.3830
1892,9.4570,0.4814
1893,9.3430,0.4636
1894,10.7441,0.7133
1895,10.2302,0.6136
1896,9.8089,0.5390
1897,11.1599,0.8012
1898,12.7363,1.0000
1899,13.1438,1.0000
1900,15.3274,1.0000
1901,16.1694,1.0000
1902,17.3884,1.0000
1903,18.4827,1.0000
1904,19.3997,1.0000
1905,18.6493,1.0000
1906,17.4066,1.0000
1907,18.2618,1.0000
1908,16.0423,1.0000
1909,16.5583,1.0000
1910,16.2224,1.0000
1911,16.6702,1.0000
1912,17.3478,1.0000
1913,17.2029,1.0000
1914,16.3794,1.0000
1915,16.0600,1.0000
1916,17.6434,1.0000
1917,16.8821,1.0000
1918,17.8205,1.0000
1919,18.3602,1.0000
1920,17.6993,1.0000
1921,18.4033,1.0000
1922,21.2023,1.0000
1923,18.8046,1.0000
1924,17.4635,1.0000
1925,18.5771,1.0000
1926,16.6119,1.0000
1927,15.4482,1.0000
1928,14.1113,1.0000
1929,14.7627,1.0000
1930,14.6985,1.0000
1931,14.9389,1.0000
1932,14.8803,1.0000
1933,14.8116,1.0000
1934,15.4734,1.0000
1935,12.7950,1.0000
1936,11.5685,0.8943
1937,11.3583,0.8456
1938,11.1386,0.7966
1939,9.9516,0.5635
1940,9.9810,0.5687
1941,9.0609,0.4215
1942,8.1485,0.3022
1943,8.5308,0.3491
1944,8.6847,0.3692
1945,10.3234,0.6309
1946,10.4236,0.6499
1947,9.2558,0.4503
1948,9.9454,0.5624
1949,9.8976,0.5541
1950,10.5176,0.6681
1951,11.8544,0.9635
1952,10.9179,0.7492
1953,12.0006,1.0000
1954,11.9098,0.9773
1955,13.0064,1.0000
1956,12.2150,1.0000
1957,12.2253,1.0000
1958,10.7734,0.7192
1959,11.3518,0.8441
1960,11.1054,0.7893
1961,10.9454,0.7550
1962,9.9492,0.5631
1963,9.3146,0.4592
1964,9.8076,0.5387
1965,11.4917,0.8763
1966,12.0947,1.0000
1967,13.0126,1.0000
1968,13.6012,1.0000
1969,13.8305,1.0000
1970,11.9239,0.9808
1971,11.6650,0.9173
1972,10.8854,0.7424
1973,9.2292,0.4463
1974,8.9032,0.3990
1975,8.7356,0.3760
1976,10.4938,0.6635
1977,11.5508,0.8901
1978,11.5794,0.8969
1979,10.1864,0.6055
1980,8.9495,0.4055
1981,9.9007,0.5547
1982,10.7744,0.7194
1983,10.7717,0.7189
1984,10.2441,0.6161
1985,8.2635,0.3159
1986,6.6536,0.1573
1987,5.8200,0.1000
1988,6.6102,0.1539
1989,6.2387,0.1269
1990,6.0815,0.1164
1991,5.4895,0.0814
1992,6.6960,0.1606
1993,7.6226,0.2445
1994,7.0139,0.1870
1995,6.5493,0.1493
1996,9.0914,0.4259
1997,8.2806,0.3179
1998,7.0639,0.1913
1999,6.5856,0.1520
2000,8.0523,0.2911
2001,9.0947,0.4264
2002,8.7855,0.3828
2003,9.7314,0.5259
2004,9.3065,0.4580
2005,10.5240,0.6694
2006,11.1601,0.8013
2007,11.4786,0.8732
2008,9.4181,0.4752
2009,9.2833,0.4545
2010,9.6075,0.5055
2011,9.1065,0.4281
2012,7.8816,0.2720
2013,9.4896,0.4865
2014,11.3112,0.8349
2015,11.1650,0.8024
2016,12.2568,1.0000
2017,12.5014,1.0000
2018,13.5268,1.0000
2019,12.0212,1.0000
2020,10.2476,0.6168
2021,8.5166,0.3473
2022,10.8193,0.7287
2023,10.6638,0.6970
2024,9.8621,0.5480
2025,10.9523,0.7565
2026,11.1633,0.8020
2027,10.7697,0.7185
2028,10.1975,0.6075
2029,11.0223,0.7714
2030,9.7246,0.5248
2031,10.0873,0.5875
2032,6.7563,0.1654
2033,4.6290,0.0424
2034,4.9955,0.0574
2035,7.2731,0.2103
2036,7.4814,0.2303
2037,4.4748,0.0368
2038,2.9211,0.0000
2039,2.2886,0.0000
2040,2.0032,0.0000
2041,2.4883,0.0000
2042,1.9130,0.0000
2043,1.3470,0.0000
2044,1.8792,0.0000
2045,2.1697,0.0000
2046,1.5617,0.0000
2047,1.5695,0.0000
2048,1.9187,0.0000
2049,3.0470,0.0008
2050,4.3057,0.0311
2051,4.6069,0.0416
2052,5.4006,0.0767
2053,6.0847,0.1166
2054,5.9287,0.1066
2055,6.5294,0.1478
2056,4.8208,0.0500
2057,4.0776,0.0240
2058,4.0195,0.0223
2059,3.9349,0.0199
2060,5.4619,0.0799
2061,5.5538,0.0848
2062,6.2661,0.1288
2063,8.3484,0.3262
2064,8.3577,0.3273
2065,8.3080,0.3212
2066,6.5149,0.1467
2067,6.0129,0.1119
2068,5.7584,0.0964
2069,6.1226,0.1191
2070,5.6427,0.0897
2071,5.1886,0.0662
2072,7.2941,0.2123
2073,5.7240,0.0944
2074,6.8390,0.1722
2075,5.4833,0.0811
2076,5.4787,0.0808
2077,5.2417,0.0688
2078,5.0120,0.0581
2079,5.4211,0.0778
2080,4.7861,0.0486
2081,3.5864,0.0112
2082,3.2350,0.0040
2083,2.8547,0.0000
2084,3.8975,0.0189
2085,6.3675,0.1359
2086,5.6469,0.0900
2087,5.0310,0.0590
2088,4.3351,0.0320
2089,6.6144,0.1542
2090,5.9942,0.1107
2091,4.9565,0.0557
2092,5.5493,0.0846
2093,6.1733,0.1224
2094,5.8657,0.1028
2095,5.1377,0.0639
2096,4.7451,0.0469
2097,4.5406,0.0392
2098,6.1466,0.1206
2099,5.4117,0.0773
2100,5.3975,0.0766
2101,4.3148,0.0314
2102,4.4154,0.0347
2103,3.5743,0.0110
2104,3.4969,0.0093
2105,5.4614,0.0799
2106,7.0979,0.1944
2107,6.9296,0.1798
2108,7.6288,0.2451
2109,6.9935,0.1852
2110,7.6705,0.2495
2111,7.5837,0.2405
2112,9.0748,0.4235
2113,8.3444,0.3257
2114,9.1712,0.4376
2115,7.8529,0.2688
2116,6.5103,0.1463
2117,5.7093,0.0935
2118,6.4573,0.1424
2119,4.7069,0.0454
2120,3.2060,0.0035
2121,4.1715,0.0268
2122,4.3429,0.0323
2123,6.5194,0.1470
2124,5.3649,0.0749
2125,6.7417,0.1643
2126,6.6756,0.1590
2127,5.2765,0.0705
2128,5.1017,0.0622
2129,5.2705,0.0702
2130,5.0468,0.0597
2131,5.7145,0.0938
2132,7.2064,0.2041
2133,5.8663,0.1028
2134,7.2752,0.2105
2135,6.1550,0.1212
2136,5.0792,0.0612
2137,4.8518,0.0513
2138,3.8713,0.0182
2139,4.0588,0.0234
2140,4.6064,0.0416
2141,4.2730,0.0300
2142,4.2769,0.0301
2143,6.1291,0.1195
2144,6.6428,0.1565
2145,6.9131,0.1784
2146,7.9596,0.2806
2147,9.6839,0.5180
2148,7.8883,0.2727
2149,6.1140,0.1185
2150,5.3588,0.0746
2151,5.6240,0.0887
2152,6.1093,0.1182
2153,6.0302,0.1130
2154,6.0719,0.1157
2155,7.1288,0.1971
2156,8.1989,0.3081
2157,8.1204,0.2989
2158,9.2154,0.4442
2159,9.2470,0.4490
2160,7.0409,0.1893
2161,8.3438,0.3256
2162,8.7412,0.3768
2163,8.4875,0.3436
2164,9.7980,0.5371
2165,9.3498,0.4646
2166,10.6313,0.6905
2167,11.1430,0.7975
2168,10.8489,0.7348
2169,11.1841,0.8066
2170,9.8626,0.5481
2171,9.6189,0.5073
2172,9.0045,0.4133
2173,10.7798,0.7206
2174,10.7711,0.7188
2175,10.1990,0.6078
2176,10.0475,0.5804
2177,11.3819,0.8510
2178,11.4894,0.8758
2179,10.8306,0.7310
2180,8.4735,0.3418
2181,7.1360,0.1978
2182,5.9100,0.1055
2183,5.5767,0.0861
2184,7.1640,0.2003
2185,7.9939,0.2844
2186,8.4362,0.3371
2187,7.5235,0.2345
2188,8.0652,0.2925
2189,10.4206,0.6494
2190,8.7511,0.3781
2191,7.7511,0.2579
